image_path,ground_truth,reranked_text,cer,selected_beam_index,beam_outputs
data/oldNepaliDataset_new/images/CA__The Cambridge Manuscript_Page_003/eSc_line_c539e2c4.png,मनगरवाटक्रकुछंदनामवुद्धप्राप्तभै.श्रीस्वयंभूज्योतीरूपकार.गुह्येश्वरीकादर्शनगरी.योषादलउत्तर,मनगरवाटक्रकुंछनामवुद्धप्राप्तभै.श्रीस्वयंभूज्योतीरूपकार.गुह्येश्वरीकादर्शनगरी.योषादलउत्तर,0.02222222276031971,18,"['मनगरवाटकुछंदनामवुद्धप्राप्तभै.श्रीस्वयंभूज्योतीरूपकार.गुह्येश्वरीकादर्शनगरी.योषादलउत्तर', 'मनगरवाटकुछँदनामवुद्धप्राप्तभै.श्रीस्वयंभूज्योतीरूपकार.गुह्येश्वरीकादर्शनगरी.योषादलउत्तर', 'मनगरवाटकुछ.दनामवुद्धप्राप्तभै.श्रीस्वयंभूज्योतीरूपकार.गुह्येश्वरीकादर्शनगरी.योषादलउत्तर', 'मनगरवाटकुछंदर्नामवुद्धप्राप्तभै.श्रीस्वयंभूज्योतीरूपकार.गुह्येश्वरीकादर्शनगरी.योषादलउत्तर', 'मनगरवाटकुछुंदनामवुद्धप्राप्तभै.श्रीस्वयंभूज्योतीरूपकार.गुह्येश्वरीकादर्शनगरी.योषादलउत्तर', 'सनगरवाटकुछंदनामवुद्धप्राप्तभै.श्रीस्वयंभूज्योतीरूपकार.गुह्येश्वरीकादर्शनगरी.योषादलउत्तर', 'मनगरवाटकुछंदनामवुद्धप्राप्तभै.श्रीस्वयंभूज्योतीरूपकार.गुह्येश्वरीकादर्शनगरी.योषादलउत्तरा', 'मनगरवाटकुछंदनामवुद्धप्राप्तभै.श्रीस्वयंभूज्योतीरूपकार.गुह्येश्वरीकादर्शनगरी.योषादलउत्तर-', 'मनगरवाटकुछंदछनामवुद्धप्राप्तभै.श्रीस्वयंभूज्योतीरूपकार.गुह्येश्वरीकादर्शनगरी.योषादलउत्तर', 'मनगरवाटकुछन्छनामवुद्धप्राप्तभै.श्रीस्वयंभूज्योतीरूपकार.गुह्येश्वरीकादर्शनगरी.योषादलउत्तर', 'मनगरवाटकुछ.दछनामवुद्धप्राप्तभै.श्रीस्वयंभूज्योतीरूपकार.गुह्येश्वरीकादर्शनगरी.योषादलउत्तर', 'मनगरवाटकुछंदनामकुद्धप्राप्तभै.श्रीस्वयंभूज्योतीरूपकार.गुह्येश्वरीकादर्शनगरी.योषादलउत्तर', 'ननगरवाटकुछंदनामवुद्धप्राप्तभै.श्रीस्वयंभूज्योतीरूपकार.गुह्येश्वरीकादर्शनगरी.योषादलउत्तर', 'मनगरवाटजकुछंदनामवुद्धप्राप्तभै.श्रीस्वयंभूज्योतीरूपकार.गुह्येश्वरीकादर्शनगरी.योषादलउत्तर', 'मनगरवाटकुंछनामवुद्धप्राप्तभै.श्रीस्वयंभूज्योतीरूपकार.गुह्येश्वरीकादर्शनगरी.योषादलउत्तर', 'मनगरवाटकुछंदनामवुद्धप्राप्तभै.श्रीस्वयंभूज्योतीरूपकार.गुह्येश्वरीकादर्शनगरी.योषादर्त्तर', 'मनगरवाटकुछंडनामवुद्धप्राप्तभै.श्रीस्वयंभूज्योतीरूपकार.गुह्येश्वरीकादर्शनगरी.योषादलउत्तर', 'मनगरवाटकुछंछनामवुद्धप्राप्तभै.श्रीस्वयंभूज्योतीरूपकार.गुह्येश्वरीकादर्शनगरी.योषादलउत्तर', 'मनगरवाटक्रकुंछनामवुद्धप्राप्तभै.श्रीस्वयंभूज्योतीरूपकार.गुह्येश्वरीकादर्शनगरी.योषादलउत्तर', 'मनगरवाटकुछंदनामवुद्धप्राप्तभै.श्रीस्वयंभूज्योतीरूपकार.गुह्येश्वरीकादर्शनगरी.योषादलउत्तर']"
data/oldNepaliDataset_new/images/DNA_0012_0007/eSc_line_3cd0a031.png,चलाइ.रामदासलाइकरोवारितुल्याइमहन्तमोहन्दास्ले.चर्चीआया,चलाइ.रामदासलाइकारोवारिजुल्याइमहन्तमोहन्दास्लेचर्चीआया,0.056603774428367615,0,"['चलाइ.रामदासलाइकारोवारिजुल्याइमहन्तमोहन्दास्लेचर्चीआया', 'चलाइ.रामदासलाइकारोवारिजुल्याइमहन्तमोहन्दास्ले.वचीआया', 'चलाइ.रामदासलाइकारोवारिजुल्याइमहन्तमोहन्दास्लेषचीआया', 'चलाइ.रामदासलाइकारोवारिजुल्याइमहन्तमोहन्दास्लेःवचीआया', 'चलाइ.रामदासलाइकारोवारिजुल्याइमहन्तमोहन्दास्लेचचीआया', 'चलाइ.रामदासलाइकारोवारिजुल्याइमहन्तमोहन्दास्लेश्रीआया', 'चलाइ.रामदासलाइकारोवारिजुल्याइमहन्तमोहन्दास्लेषर्चीआया', 'चलाई.रामदासलाइकारोवारिजुल्याइमहन्तमोहन्दास्लेचर्चीआया', 'चलाइ.रामदासलाइकारोवारिजुल्याइमहन्तमोहन्दास्लेचर्चिआया', 'चलाइ.रामदासलाइकारोवारिजुल्याइमहन्तमोहर्दास्लेचर्चीआया', 'चलाइ.रामदासलाइकारोवारिजुल्याइमहन्तमोहन्दास्लेचीआया', 'चलाइ.रामदासलाउकारोवारिजुल्याइमहन्तमोहन्दास्लेचर्चीआया', 'चलाइ.रामदासलाइकारोवारिजुल्याइमहन्तमोहन्दास्ले.वचीआया', 'चलाइ.रामदासलाइकारोवारिजुल्याइमहन्तमोहन्दास्लेचव्चीआया', 'चलाइ.रामदासलाइकारोवारिजुल्याइमहन्तमोहन्दास्लेश्चीआया', 'चलाइ.रामदासलाइकारोवारिजुल्याइमहन्तमोहन्दास्लेचर्चीआयाः', 'चलाइ.रामदासलाइकारोवारिजुल्याइमहन्तमोहन्दास्ले.वचीआयाः', 'चलाइ.रामदासलाइकारोवारिजुल्याइमहन्तमोहन्दास्लेचर्चीआयो', 'चलाइ.रामदासलाइकारोवारिजुल्याइमहन्तमोहन्दास्लेचर्चीआयत्', 'चलाइ.रामदासलाइकारोवारिजुल्याइमहन्तमोहन्दास्लेचर्चीआय।']"
data/oldNepaliDataset_new/images/DNA_1_00000523/eSc_line_ce78f8da.png,श्री\,श्री\,0.0,3,"['श्रील्', 'श्रीला', 'श्रीलू', 'श्री\\', 'श्रीता', 'श्रीत्', 'श्री॥', 'श्रीतू', 'श्रीग्', 'श्रीलि', 'श्रीस्', 'श्रील-', 'श्री�ू', 'श्रीाू', 'श्रीरू', 'श्री-', 'श्रीः', 'श्री9', 'श्रीण', 'अीलू']"
data/oldNepaliDataset_new/images/DNA_1_00000054/eSc_line_c3b06a9d.png,चह्राइपठायाकोछ.नजरभैविस्तारजाहेरहोला.सिक्षाअर्त्तिमेहरवान्गि,चह्राइपठायाकोछ.नजरभैविस्तारजाहेरहोला.सिक्षाअर्तिमेहरवान्गि,0.03333333507180214,0,"['चह्राइपठायाकोछ.नजरभैविस्तारजाहेरहोला.सिक्षाअर्तिमेहरवान्गि', 'चर्हाइपठायाकोछ.नजरभैविस्तारजाहेरहोला.सिक्षाअर्तिमेहरवान्गि', 'चह्राइपठायाकोछ.नजरभैविस्तारजाहेरहोला.सिक्षाअर्जिमेहरवान्गि', 'चह्राइपठायाकोछ.नजरभैविस्तारजाहेरहोला.सिक्षाअन्तिमेहरवान्गि', 'चह्राइपठायाकोछ.नजरभैविस्तारजाहेरहोला.सिक्षाअनिमेहरवान्गि', 'चह्राइपठायाकोछ.नजरभैविस्तारजाहेरहोला.सिक्षाअर्तिमेहरवान्गि', 'चह्राइपठायाकोछ.नजुरभैविस्तारजाहेरहोला.सिक्षाअर्तिमेहरवान्गि', 'चह्राइपठायाकोछ.नजरभैविस्तारजाहेरहोला.सिक्षाआअर्तिमेहरवान्गि', 'चर्हाइपठायाकोछ.नजरभैविस्तारजाहेरहोला.सिक्षाअर्जिमेहरवान्गि', 'चहन्राइपठायाकोछ.नजरभैविस्तारजाहेरहोला.सिक्षाअर्तिमेहरवान्गि', 'चह्राइपठायाकोछ.नजारभैविस्तारजाहेरहोला.सिक्षाअर्तिमेहरवान्गि', 'चै्राइपठायाकोछ.नजरभैविस्तारजाहेरहोला.सिक्षाअर्तिमेहरवान्गि', 'चह्राइपठायाकोछ.नजरसभैविस्तारजाहेरहोला.सिक्षाअर्तिमेहरवान्गि', 'चह्राइपठायाकोछ.नजभैविस्तारजाहेरहोला.सिक्षाअर्तिमेहरवान्गि', 'चह्राइपठायाकोछ.नजरतभैविस्तारजाहेरहोला.सिक्षाअर्तिमेहरवान्गि', 'चह्राइपठायाकोछ.नजरमैविस्तारजाहेरहोला.सिक्षाअर्तिमेहरवान्गि', 'चह्राइपठायाकोछ.नजरविस्तारजाहेरहोला.सिक्षाअर्तिमेहरवान्गि', 'चर्हाइपठायाकोछ.नजरभैविस्तारजाहेरहोला.सिक्षाअन्तिमेहरवान्गि', 'चह्राइपठायाकोछ.नजरभैविस्तारजाहेरहोला.सिक्षाअर्तिमेहरवान्गि.', 'चह्राइपठायाकोछ.नजरभैविस्तारजाहेरहोला.सिक्षाअर्तिमेहरवान्गै']"
data/oldNepaliDataset_new/images/20/eSc_line_10f1f218.png,उद्धारभैगयाको.गोकर्णतीर्थमागै.तपस्यागर्नजाउँभनिमनमाचिंतनागरी.उन्तीर्थमागै.त्योतक्ष,उद्धारभैगयाको.गोकर्णतीर्थमागै.तपस्यागर्नजाउँभनिमनमाचिंतनागरी.उन्तीर्थमागै.त्योतक्ष,0.0,4,"['उद्धारभैगयाको.गोकर्णतीर्थमागै.तपस्यागर्नजाउँभनिमनमाचिंतुनागरी.उन्तीर्थमागै.त्योतक्ष', 'उद्धारभैगयाको.गोकर्णतीर्थमागै.तपस्यागर्नजाउँभनिमनमाचिंतुनागरी.उन्तीर्थमागै.त्योतक्ष', 'उद्धारभैगयाको.गोकर्णतीर्थमागै.तपस्यागर्नजाउँभनिमनमाचिंतलागरी.उन्तीर्थमागै.त्योतक्ष', 'उद्धारभैगयाको.गोकर्णतीर्थमागै.तपस्यागर्नजाउँभनिमनमाचिंतलागरी.उन्तीर्थमागै.त्योतक्ष', 'उद्धारभैगयाको.गोकर्णतीर्थमागै.तपस्यागर्नजाउँभनिमनमाचिंतनागरी.उन्तीर्थमागै.त्योतक्ष', 'उद्धारभैगयाको.गोकर्णतीर्थमागै.तपस्यागर्नजाउँभनिमनमाचिंतनागरी.उन्तीर्थमागै.त्योतक्ष', 'उद्धारभैगयाको.गोकर्णतीर्थमागै.तपस्यागर्नजाउँभनिमनमाचिंतुनागरी.उन्तीर्थमागै.त्योत.', 'उद्धारभैगयाको.गोकर्णतीर्थमागै.तपस्यागर्नजाउँभनिमनमाचिंत्नागरी.उन्तीर्थमागै.त्योतक्ष', 'उद्धारभैगयाको.गोकर्णतीर्थमागै.तपस्यागर्नजाउँभनिमनमाचिंत्नागरी.उन्तीर्थमागै.त्योतक्ष', 'उद्धारभैगयाको.गोकर्णतीर्थमागै.तपस्यागर्नजाउँभनिमनमाचिंतुनागरी.उन्तीर्थमागै.त्योतश', 'उद्धारभैगयाको.गोकर्णतीर्थमागै.तपस्यागर्नजाउँभनिमनमाचिंतुनागरी.उन्तीर्थमागै.त्योतपक्ष', 'उद्धारभैगयाको.गोकर्णतीर्थमागै.तपस्यागर्नजाउँभनिमनमाचिंतुनागरी.उन्तीर्थमागै.त्योतअ', 'उद्धारभैगयाको.गोकर्णतीर्थमागै.तपस्यागर्नजाउँभनिमनमाचिंतनागरी.उन्तीर्थमागै.त्योतक्ष', 'उद्धारभैगयाको.गोकर्णतीर्थमागै.तपस्यागर्नजाउँभनिमनमाचिंतभागरी.उन्तीर्थमागै.त्योतक्ष', 'उद्धारभैगयाको.गोकर्णतीर्थमागै.तपस्यागर्नजाउँभनिमनमाचिंतुनागरी.उन्तीर्थमागै.त्योतरक्ष', 'उद्धारभैगयाको.गोकर्णतीर्थमागै.तपस्यागर्नजाउँभनिमनमाचिंत.नतागरी.उन्थमागै.त्योतक्ष', 'उद्धारभैगयाको.गोकर्णतीर्थमागै.तपस्यागर्नजाउँभनिमनमाचिंतुनागरी.उन्तीर्थमागै.त्योतस', 'उद्धारभैगयाको.गोकर्णतीर्थमागै.तपस्यागर्नजाउँभनिमनमाचिंतदुनागरी.उन्तीर्थमागै.त्योतक्ष', 'उद्धारभैगयाको.गोकर्णतीर्थमागै.तपस्यागर्नजाउँभनिमनमाचिंत.नतागरी.उन्थमागै.त्योतक्ष', 'उद्धारभैगयाको.गोकर्णतीर्थमागै.तपस्यागर्नजाउँभनिमनमाचिंतुनागरी.उन्तीर्थमागै.त्योतपस्ष']"
data/oldNepaliDataset_new/images/DNA_0001_0368/eSc_line_78a84a60.png,नभनि.मैलेजवावदिञापायाकोषवरविन्तिचह्राइपठायाकोसाचोझु,नभनि.मैलेजवावदिञापायाकोषवरविन्तिचह्राइपठायाको.साचोझु,0.019607843831181526,11,"['नभनि.मैलेजवावदिञापायाकोषवरविन्तिचह्राइपठायाको.साघोहु', 'नभनि.मैलेजवावदिञापायाकोषवरविन्तिचह्राइपठायाको.साघोडु', 'नभनि.मैलेजवावदिञापायाकोषवरविन्तिचह्राइपठायाकोसाघोहु', 'नभनि.मैलेजवावदिञापायाकोषवरविन्तिचह्राइपठायाको.साचोहु', 'नभनि.मैलेजवावदिञापायाकोषवरविन्तिचह्राइपठायाको.सामोहु', 'नभनि.मैलेजवावदिञापायाकोषवरविन्तिचह्राइपठायाको.साघोमु', 'नभनि.मैलेजवावदिञापायाकोषवरविन्तिचह्राइपठायाको.साघोझु', 'नभनि.मैलेजवावदिञापायाकोषवरविन्तिचह्राइपठायाकोसाघोडु', 'नभनि.मैलेजवावदिञापायाकोषवरविन्तिचह्राइपठायाको.साचीहु', 'नभनि.मैलेजवावदिञापायाकोषवरविन्तिचह्राइपठायाको.साघेहु', 'नभनि.मैलेजवावदिञापायाकोषवरविन्तिचह्राइपठायाको.सामोझु', 'नभनि.मैलेजवावदिञापायाकोषवरविन्तिचह्राइपठायाको.साचोझु', 'नभनि.मैलेजवावदिञापायाकोषवरविन्तिचह्राइपठायाको.साघेमु', 'नभनि.मैलेजवावदिञापायाकोषवरविन्तिचह्राइपठायाको.साघोकु', 'नभनि.मैलेजवावदिञापायाकोषवरविन्तिचह्राइपठायाको.साघेशु', 'नभनि.मैलेजवावदिञापायाकोषवरविन्तिचह्राइपठायाकोसामोहु', 'नभनि.मैलेजवावदिञापायाकोषवरविन्तिचह्राइपठायाको.साबोझु', 'नभनि.मैलेजवावदिञापायाकोषवरविन्तिचह्राइपठायाको.साचोडु', 'नभनि.मैलेजवावदिञापायाकोषवरविन्तिचह्राइपठायाको', 'नभनि.मैलेजवावदिञा']"
data/oldNepaliDataset_new/images/DNA_0015_0290/eSc_line_e6979dc9.png,छालादिननसक्न्याकाघरमासार्किकामीकाघरवाट.आठआठआना.अरूजातकाघरवा,छालादिननक्न्याकाघरमासार्किकामीकाघरवाट.आठआठआना.अरुजातकाघरवा,0.033898305147886276,2,"['छालादिननक्न्याकाघरमासार्किकामीकाघरवाट.आठआठआनाअरुजातकाघरवा', 'छालादिननक्न्याकाघरमासाकिकामीकाघरवाट.आठआठआनाअरुजातकाघरवा', 'छालादिननक्न्याकाघरमासार्किकामीकाघरवाट.आठआठआना.अरुजातकाघरवा', 'छालादिननक्न्याकाघरमासाकिकामीकाघरवाट.आटआठआनाअरुजातकाघरवा', 'छालादिननक्न्याकाघरमासार्किकामीकाघरवाट.आटआठआनाअरुजातकाघरवा', 'छालादिननक्न्याकाघरमासाकिकामीकाघरवाट.आठआठजानाअरुजातकाघरवा', 'छालादिननक्न्याकाघरमासार्किकामीकाघरवाट.आठआठजानाअरुजातकाघरवा', 'ढालादिननक्न्याकाघरमासार्किकामीकाघरवाट.आठआठआनाअरुजातकाघरवा', 'ढालादिननक्न्याकाघरमासाकिकामीकाघरवाट.आठआठआनाअरुजातकाघरवा', 'छालादिननक्न्याकाघरमासाकिकामीकाघरवाट.आठआठआना.अरुजातकाघरवा', 'छालादिनसक्न्याकाघरमासार्किकामीकाघरवाट.आठआठआनाअरुजातकाघरवा', 'छालादिनसक्न्याकाघरमासाकिकामीकाघरवाट.आठआठआनाअरुजातकाघरवा', 'छालादिननक्न्याकाघरमासाकिकामीकाघरवाट.आठआठमानाअरुजातकाघरवा', 'छालादिननक्न्याकाघरमासात्किकामीकाघरवाट.आठआठआनाअरुजातकाघरवा', 'छालादिननसक्न्याकाघरमासार्किकामीकाघरवाट.आठआठआनाअरुजातकाघरवा', 'छालादिननक्न्याकाघरमासार्किकामीकाघरवाट.आठआठआनाअरुजानकाघरवा', 'छालादिननक्न्याकाघरमासार्किकामीकाघरवाट.आठआठआनाजरुजातकाघरवा', 'छालादिननक्न्याकाघरमासाहिकामीकाघरवाट.आठआठआनाअरुजातकाघरवा', 'छालादिननक्न्याकाघरमासार्किकामीकाघरवाट.आठआठआना.अरुजातकाछरवा', 'छालादिननक्न्याकाघरमासार्किकामीकाघरवाट.आठआठआनाअरुजातकाघरका']"
data/oldNepaliDataset_new/images/DNA_2_00000293_result/eSc_line_268bc19d.png,इनायतहुवा।इसगडबडकेहोनेसे।रुपयामेराबहोतषर्चमे।पड,इनायतहुवा।इसगडवडकेहोनेसे।रुपयामेरा।बहोतषर्चमे।पड,0.042553190141916275,4,"['इनापतहुवा।इसगडवडकेहोनेसे।रुपयामेरा।बहोतषर्चमे।पड', 'इनापतहुवा।इसगडवडकेहोनेसे।रुपयामेरा।बहोतवर्चमे।पड', 'इनापतहुवा।इसगडवडकेहोनेसे।रुपयामेरा।बहोतबर्चमे।पड', 'इनापतहुवा।इसगडवडकेहोनेसे।रुपयामेरा।वहोतषर्चमे।पड', 'इनायतहुवा।इसगडवडकेहोनेसे।रुपयामेरा।बहोतषर्चमे।पड', 'इनापतहुवा।इसगडवडकेहोनेसे।रुपयामेरा।बहोतषर्चमे।पडा', 'इनापतहुवा।इसगडवडकेहोनेसे।रुपयामेरा।बहोतषर्चमे।पड-', 'इनापतहुवा।इसगडवडकेहोनेसे।रुपयामेरा।बहोतवर्चमे।पडा', 'इनापतहुवा।इसगडवडकेहोनेसे।रुपयामेरा।बहोतषर्चमे।पडं', 'इनापतहुवा।इसगडवडकेहोनेसे।रुपयामेरा।बहोतवर्चमे।पड-', 'इनापतहुवा।इसगडवडकेहोनेसे।रुपयामेरा।वहोतवर्चमे।पड', 'इनापतहुवा।इसगडवडकेहोनेसे।रुपयामेरा।बहोतवर्चमे।पडं', 'इनायतहुवा।इसगडवडकेहोनेसे।रुपयामेरा।बहोतवर्चमे।पड', 'इनापतहुवा।इसगडवडकेहोनेसे।रुपयामेरा।बहोतषर्चमे।पड।', 'इनापतहुवा।इसगडवडकेहोनेसे।रुपयामेरा।बहोतषर्चमे।पडी', 'इनापतहुवा।इसगडवडकेहोनेसे।रुपयामेरा।बहोताषर्चमे।पड', 'इनापतहुवा।इसगडवडकेहोनेसे।रुपयामेरा।बहोतषर्चमे।पड्', 'इनापतहुवा।इसगडवडकेहोनेसे।रुपयामेरा।बहोतषर्चमे।पड', 'इनापतहुवा।इसगडवडकेहोनेसे।रूपयामेरा।बहोतषर्चमे।पड', 'इनापतहुवा।इसगडवडकेहोनेसे।रुपयामेरा।बहोतपर्चमे।पड']"
data/oldNepaliDataset_new/images/DNA_1_00000410/eSc_line_32ed68b3.png,॥स्वस्तिश्रीसर्वोपमानोपमेयशौर्य्योदार्यादिसकलस,॥स्वस्तिश्रीसर्वोपमानोपमेयशौर्योदार्यादिसकलस,0.043478261679410934,1,"['॥स्वस्तिश्रीसर्वोपमानोपमेपशौर्योदार्यादिसकलस', '॥स्वस्तिश्रीसर्वोपमानोपमेयशौर्योदार्यादिसकलस', '॥स्वस्तिश्रीसर्वोपमानोपमेषशौर्योदार्यादिसकलस', '॥स्वस्तिश्रीसर्वोपमानोपमेथशौर्योदार्यादिसकलस', '॥स्वस्तिश्रीसर्वोपमानोपमेटशौर्योदार्यादिसकलस', '॥स्वस्तिश्रीसर्वोपमानोपमेघशौर्योदार्यादिसकलस', '॥स्वस्तिश्रीसर्वोपमानोपमेपशौर्योदार्यादिसकलसं', '॥स्वस्तिश्रीसर्वोपमानोपमेयशौर्योदार्यादिसकलसं', '॥स्वस्तिश्रीसर्वोपमानोपमेवशौर्योदार्यादिसकलस', '॥स्वस्तिश्रीसर्वोपमानोपमेदशौर्योदार्यादिसकलस', '॥स्वस्तिश्रीसर्वोपमानोपमेयशौर्णोदार्यादिसकलस', '॥स्वस्तिश्रीसर्वोपमानोपमेयशौर्योदार्यादिसकलस', '॥स्वस्तिश्रीसर्वोपमानोपमेपशौर्णोदार्यादिसकलस', '॥स्वस्तिश्रीसर्वोपमानोपमेपशौंर्योदार्यादिसकलस', '॥स्वस्तिश्रीसर्वोपमानोपमेषशौर्योदार्यादिसकलसं', '॥स्वस्तिश्रीसर्वोपमानोपमेपशौर्योदार्यादिसकलस', '॥स्वस्तिश्रीसर्वोपमानोपमेपशौर्योदार्यादिसकलसि', '॥स्वस्तिश्रीसर्वोपमानोपमेछशौर्योदार्यादिसकलस', '॥स्वस्तिश्रीसर्वोपमानोपमेगशौर्योदार्यादिसकलस', '॥स्वस्तिश्रीसर्वोपमानोपमेयशौर्योदार्यादिसकलसि']"
data/oldNepaliDataset_new/images/DNA_0001_0006/eSc_line_71b86d70.png,गर्नुभनि1वाटकामवक्सनुभयामाफिक्ञाहाआईनिरंतरअनुष्ठानपनीअध्ययन,गर्नुभनि1वाटकामवक्सनुभयामाफिक्ञाहाआईनिरंतरअचुष्ठानपनीअध्ययन,0.016949152573943138,1,"['गर्नुभनि1वाटकामवक्सनुभयामाफिक्ञाहाआईनिरंतरअचुद्धानपनीअध्ययन', 'गर्नुभनि1वाटकामवक्सनुभयामाफिक्ञाहाआईनिरंतरअचुष्ठानपनीअध्ययन', 'गर्नुभनि1वाटकामवक्सनुभयामाफिक्ञाहाआईनिरंतरअवुद्धानपनीअध्ययन', 'गर्नुभनि1वाटकामवक्सनुभयामाफिक्ञाहाआईनिरंतरअचुधानपनीअध्ययन', 'गर्नुभनि1वाटकामवक्सनुभयामाफिक्ञाहाआईनिरंतरअवुधानपनीअध्ययन', 'गर्नुभनि1वाटकामवक्सनुभयामाफिक्ञाहाआईनिरंतरअचुष्टानपनीअध्ययन', 'गर्नुभनि1वाटकामवक्सनुभयामाफिक्ञाहाआईनिरंतरअचुष्वानपनीअध्ययन', 'गर्नुभनि1वाटकामवक्सनुभयामाफिक्ञाहाआईनिरंतरअचुसानपनीअध्ययन', 'गर्नुभनि1वाटकामवक्सनुभयामाफिक्ञाहाआईनिरंतरअचुष्यानपनीअध्ययन', 'गर्नुभनि1वाटकामवक्सनुभयामाफिक्ञाहाआईनिरंतरअवुष्टानपनीअध्ययन', 'गर्नुभनि1वाटकामवक्सनुभयामाफिक्ञाहाआईनिरंतरअचुष्णानपनीअध्ययन', 'गर्नुभनि1वाटकामवक्सनुभयामाफिक्ञाहाआईनिरंतरअचुधानपनीअध्यवन', 'गर्नुभनि1वाटकामवक्सनुभयामाफिक्ञाहाआईनिरंतरअचुधानपनीअध्यययन', 'गर्नुभनि1वाटकामवक्सनुभयामाफिक्ञाहाआईनिरंतरअचुद्धानपनीअध्यवन', 'गर्नुभनि1वाटकामवक्सनुभयामाफिक्ञाहाआईनिरंतरअवुष्वानपनीअध्ययन', 'गर्नुभनि1वाटकामवक्सनुभयामाफिक्ञाहाआईनिरंतरअचुवानपनीअध्ययन', 'गर्नुभनि1वाटकामवक्सनुभयामाफिक्ञाहाआईनिरंतरअवुद्धानपनीअध्यवन', 'गर्नुभनि1वाटकामवक्सनुभयामाफिक्ञाहाआईनिरंतरअवुधानपनीअध्यवन', 'गर्नुभनि1वाटकामवक्सनुभयामाफिक्ञाहाआईनिरंतरअचुष्ठानपनीअध्यवन', 'गर्नुभनि1']"
