image_path,num_gt_tokens,num_pred_tokens,token_edits,token_error_rate,cer,correct_tokens,correct_entropies,correct_probs
data/oldNepaliDataset_new/images/CA__The Cambridge Manuscript_Page_003/eSc_line_c539e2c4.png,82,80,2,0.024390243902439025,0.03333333507180214,मन|गर|व|ा|ट|क|ु|छ|ं|द|न|ा|म|व|ु|द|्|ध|प|्|र|ा|प|्|त|भ|ै|.|श|्|र|ी|स|्|व|य|ं|भ|ू|ज|्|य|ो|त|ी|र|ू|पक|ा|र|.|ग|ु|ह|्|य|े|श|्|वर|ी|क|ा|दर|्|श|न|गर|ी|.|य|ो|ष|ा|द|ल|उ|त|्|तर,0.0023666766937822104|7.7593038440682e-05|6.661986844846979e-05|1.8113511032424867e-05|0.0002067076275125146|0.0018273941241204739|0.004461671691387892|0.004046849440783262|0.009665952064096928|0.007907822728157043|0.0003868052735924721|1.8465376342646778e-05|0.0007710030185990036|0.0001295348774874583|2.7916657927562483e-05|5.5767104640835896e-05|5.4913898566155694e-06|4.000726039521396e-05|8.83901011548005e-05|4.100056685274467e-05|0.00036382736288942397|9.679321010480635e-06|5.350105311663356e-06|3.470525552984327e-05|5.863112164661288e-05|6.742652476532385e-05|1.7877489881357178e-05|4.397421889734687e-06|9.188554940919857e-06|1.3940674762125127e-05|6.115082214819267e-06|1.0033127182396129e-05|9.722118193167262e-06|8.26231644168729e-06|0.000282660941593349|3.465916233835742e-05|0.00027037927065975964|0.00024599593598395586|0.0001815086288843304|4.1790604882407933e-05|7.48946604289813e-06|1.6987356502795592e-05|3.1911811674945056e-05|1.3919865523348562e-05|0.00015605991939082742|5.242009137873538e-06|5.7488872698741034e-05|0.0004981018137186766|1.7228756405529566e-05|3.6242031455913093e-06|5.8718906075228006e-06|4.26963242716738e-06|6.22611514700111e-06|0.00044147748849354684|3.7776740100525785e-06|1.5088141481101047e-05|1.9985369362984784e-05|2.9669336072402075e-05|3.132751317025395e-06|7.158442167565227e-05|2.5966046450776048e-05|4.792137042386457e-05|6.056042821001029e-06|0.0003020181320607662|1.019754108710913e-05|7.561225356766954e-05|1.1215039194212295e-05|8.260800677817315e-05|1.556983625050634e-05|1.5757248092995724e-06|2.753636726993136e-05|0.00010202721750829369|1.1646716302493587e-05|1.2355698345345445e-05|0.0006457911804318428|7.111030572559685e-05|0.00026195781538262963|0.00012462899030651897|4.485857061808929e-06|0.0012263881508260965,0.9997898936271667|0.999995231628418|0.9999959468841553|0.9999990463256836|0.9999856948852539|0.9998565912246704|0.9995265007019043|0.9996495246887207|0.9989483952522278|0.9992040991783142|0.9999730587005615|0.9999990463256836|0.9999300241470337|0.9999914169311523|0.9999984502792358|0.999996542930603|0.9999997615814209|0.9999977350234985|0.9999945163726807|0.9999973773956299|0.9999717473983765|0.9999995231628418|0.9999998807907104|0.9999979734420776|0.999996542930603|0.9999958276748657|0.9999990463256836|0.9999997615814209|0.9999995231628418|0.9999992847442627|0.9999996423721313|0.9999995231628418|0.9999995231628418|0.9999996423721313|0.9999794960021973|0.9999980926513672|0.9999794960021973|0.9999843835830688|0.9999858140945435|0.9999973773956299|0.9999996423721313|0.9999991655349731|0.9999984502792358|0.9999992847442627|0.9999887943267822|0.9999997615814209|0.9999963045120239|0.9999654293060303|0.9999991655349731|0.9999998807907104|0.9999996423721313|0.9999997615814209|0.9999997615814209|0.9999659061431885|0.9999998807907104|0.9999991655349731|0.999998927116394|0.9999983310699463|0.9999998807907104|0.9999958276748657|0.9999984502792358|0.9999971389770508|0.9999996423721313|0.9999781847000122|0.9999994039535522|0.9999955892562866|0.9999994039535522|0.9999946355819702|0.9999992847442627|1.0|0.9999983310699463|0.999994158744812|0.9999992847442627|0.9999995231628418|0.999942421913147|0.9999960660934448|0.9999819993972778|0.9999911785125732|0.9999998807907104|0.9999011754989624
data/oldNepaliDataset_new/images/DNA_0012_0007/eSc_line_3cd0a031.png,47,48,5,0.10638297872340426,0.056603774428367615,च|ल|ा|इ|.|र|ा|मद|ा|सल|ा|इ|ो|व|ा|र|ि|ु|ल|्|य|ा|इ|मह|न|्|तम|ो|हन|्|द|ा|स|्|ल|े|च|र|्|च|ी|आ|य|ा,3.939817543141544e-05|0.0001136220307671465|5.661354407493491e-06|0.0037281035911291838|8.54125028126873e-06|7.98182918515522e-06|1.6757603589212522e-05|0.0018073255196213722|5.997468178975396e-05|0.005801255349069834|1.6049509213189594e-05|0.001664401381276548|7.815111894160509e-05|0.0005727479583583772|2.1213181753410026e-05|0.00010065016249427572|1.1233096302021295e-05|0.0001928803394548595|9.897198469843715e-05|2.8888212000310887e-06|8.947421520133503e-06|5.665319804393221e-06|0.00012229559069965035|0.0004516609478741884|7.333218491112348e-06|2.4826549633871764e-06|0.008652040734887123|3.526105865603313e-05|0.010929420590400696|1.1495043509057723e-05|5.423364200396463e-06|4.097277269465849e-06|4.753522262035403e-06|3.793440555455163e-06|1.6738009435357526e-05|4.2265023694199044e-06|0.47597673535346985|0.016453273594379425|7.196008664323017e-05|0.00020833918824791908|0.006579459644854069|0.00041709624929353595|1.486848577769706e-05|8.086614980129525e-05,0.9999979734420776|0.9999933242797852|0.9999997615814209|0.9995818734169006|0.9999995231628418|0.9999996423721313|0.9999990463256836|0.99985671043396|0.9999967813491821|0.9993091821670532|0.9999992847442627|0.9998363256454468|0.9999951124191284|0.9999567270278931|0.9999988079071045|0.999992847442627|0.9999995231628418|0.9999864101409912|0.999993085861206|0.9999998807907104|0.9999995231628418|0.9999997615814209|0.9999914169311523|0.9999691247940063|0.9999996423721313|1.0|0.9989755153656006|0.9999979734420776|0.9987242817878723|0.9999992847442627|0.9999997615814209|0.9999998807907104|0.9999997615814209|0.9999998807907104|0.9999991655349731|0.9999998807907104|0.8429294228553772|0.9981655478477478|0.999995231628418|0.9999858140945435|0.9993809461593628|0.9999730587005615|0.9999991655349731|0.9999947547912598
data/oldNepaliDataset_new/images/DNA_1_00000523/eSc_line_ce78f8da.png,5,6,2,0.4,0.4000000059604645,श|्|र|ी,0.03341562673449516|6.811731509515084e-06|3.0476685424218886e-06|2.028579547186382e-05,0.9946957230567932|0.9999997615814209|0.9999998807907104|0.999998927116394
data/oldNepaliDataset_new/images/DNA_1_00000054/eSc_line_c3b06a9d.png,57,55,2,0.03508771929824561,0.03333333507180214,च|ह|्|र|ा|इ|प|ठ|ा|य|ा|क|ो|छ|.|न|ज|रभ|ै|व|ि|स|्|त|ा|र|ज|ा|ह|े|रह|ो|ल|ा|.|स|ि|क|्|ष|ा|अ|र|्|त|ि|म|े|हर|व|ा|न|्|ग|ि,3.6553366953739896e-05|0.11423007398843765|2.087418943119701e-05|5.0913975428557023e-05|1.073215935321059e-05|5.244131898507476e-05|1.323106698691845e-05|1.1861415259772912e-05|3.768352144106757e-06|6.137274795037229e-06|1.8379449102212675e-05|2.004301677516196e-05|2.2888430976308882e-05|5.009830420021899e-05|2.947338180092629e-05|9.044074431585614e-06|3.665602707769722e-05|0.00227137072943151|1.3827652765030507e-05|8.725885891180951e-06|6.960521659493679e-06|5.702499038306996e-06|6.503659278678242e-06|1.030047224048758e-05|4.111772796022706e-06|1.930270627781283e-06|8.082015483523719e-06|4.5238130041980185e-06|2.8948400085937465e-06|3.9209880924317986e-05|0.0007132876198738813|1.431706732546445e-05|7.628834282513708e-06|1.926521144923754e-05|2.4053756533248816e-06|4.3873278627870604e-06|1.6765792679507285e-05|2.1371527054725448e-06|6.491723979706876e-06|4.1283688915427774e-05|6.626040885748807e-06|0.005401989445090294|6.933307304279879e-05|2.1511776139959693e-05|0.005311334505677223|0.09613101184368134|9.54487950366456e-06|2.1331446987460367e-05|0.00015550848911516368|3.517707227729261e-05|6.47261185804382e-06|1.0501033102627844e-05|9.274949661630671e-06|5.45348029845627e-06|2.3470358428312466e-05,0.9999979734420776|0.9759491682052612|0.9999988079071045|0.9999969005584717|0.9999994039535522|0.9999967813491821|0.9999992847442627|0.9999994039535522|0.9999998807907104|0.9999997615814209|0.999998927116394|0.999998927116394|0.999998927116394|0.9999966621398926|0.9999984502792358|0.9999995231628418|0.9999980926513672|0.999822199344635|0.9999992847442627|0.9999995231628418|0.9999996423721313|0.9999998807907104|0.9999996423721313|0.9999995231628418|0.9999997615814209|1.0|0.9999996423721313|0.9999998807907104|0.9999998807907104|0.999997615814209|0.9999372959136963|0.9999994039535522|0.9999996423721313|0.999998927116394|0.9999998807907104|0.9999998807907104|0.9999990463256836|1.0|0.9999997615814209|0.999997615814209|0.9999996423721313|0.9993904829025269|0.9999953508377075|0.9999988079071045|0.9993709921836853|0.9805306196212769|0.9999996423721313|0.999998927116394|0.9999901056289673|0.9999979734420776|0.9999997615814209|0.9999995231628418|0.9999996423721313|0.9999997615814209|0.9999986886978149
data/oldNepaliDataset_new/images/20/eSc_line_10f1f218.png,71,73,3,0.04225352112676056,0.012195121496915817,उ|द|्|ध|ा|रभ|ै|ग|य|ा|क|ो|.|ग|ो|कर|्|ण|त|ी|र|्|थ|म|ा|ग|ै|.|त|पस|्|य|ा|गर|्|न|ज|ा|उ|ँ|भन|ि|मन|म|ा|च|िं|ा|गर|ी|.|उन|्|त|ी|र|्|थ|म|ा|ग|ै|.|त|्|य|ो|तक|्|ष,3.817483957391232e-05|1.173214059235761e-05|4.639548478735378e-06|0.0006749987369403243|8.31807392387418e-06|0.008436622098088264|5.030356260249391e-05|6.429693712561857e-06|1.5690009604441002e-05|1.0257301255478524e-05|4.56003590443288e-06|2.4585937353549525e-05|2.1073331026855158e-06|1.250609420822002e-05|2.7036030587623827e-05|0.00013506534742191434|4.6197390474844724e-05|0.00021560804452747107|6.436360854422674e-05|2.4344713892787695e-05|4.417859599925578e-06|2.9652212106157094e-05|0.0017156522953882813|1.537530988571234e-05|6.18188505541184e-06|1.1028960216208361e-05|3.3781849197112024e-05|1.3420300319921807e-06|2.5400238428119337e-06|0.0006107541848905385|4.264165909262374e-06|1.0667077731341124e-05|3.4255795071658213e-06|5.986858013784513e-05|1.4843337339698337e-05|7.343839388340712e-05|7.93740400695242e-06|0.0004676843236666173|0.0001861652999650687|0.002001422457396984|5.477264494402334e-05|7.165099304984324e-06|0.0008389705908484757|7.229001312225591e-06|1.27031744341366e-05|0.00012131864787079394|0.003206795547157526|6.4158693930949084e-06|2.364237116125878e-05|1.040885217662435e-05|2.198431957367575e-06|0.0005208567017689347|1.2261758456588723e-05|0.0006809054757468402|6.302978727035224e-05|3.8143798519740812e-06|1.356622396997409e-05|0.0003425760369282216|0.0002718425530474633|5.198436156206299e-06|1.8468740563548636e-06|2.1929301510681398e-05|1.3625134442918352e-06|7.927066690172069e-06|3.426453076826874e-06|7.991677193786018e-06|6.16686447756365e-05|0.6937828660011292|2.1876760001759976e-05|1.2627311662072316e-05,0.9999978542327881|0.9999994039535522|0.9999998807907104|0.9999438524246216|0.9999995231628418|0.9991306662559509|0.9999972581863403|0.9999997615814209|0.9999991655349731|0.9999995231628418|0.9999998807907104|0.999998927116394|0.9999998807907104|0.9999994039535522|0.9999988079071045|0.9999912977218628|0.9999974966049194|0.9999865293502808|0.9999959468841553|0.9999986886978149|0.9999998807907104|0.9999984502792358|0.9998347759246826|0.9999991655349731|0.9999998807907104|0.9999995231628418|0.9999982118606567|1.0|0.9999998807907104|0.9999500513076782|0.9999998807907104|0.9999995231628418|0.9999998807907104|0.999996542930603|0.9999991655349731|0.999995231628418|0.9999996423721313|0.9999611377716064|0.9999878406524658|0.999798595905304|0.9999967813491821|0.9999996423721313|0.9999332427978516|0.9999997615814209|0.9999992847442627|0.9999923706054688|0.9996534585952759|0.9999997615814209|0.9999986886978149|0.9999994039535522|1.0|0.9999619722366333|0.9999992847442627|0.99993896484375|0.9999960660934448|0.9999998807907104|0.9999992847442627|0.9999752044677734|0.9999810457229614|0.9999997615814209|1.0|0.9999988079071045|1.0|0.9999995231628418|0.9999998807907104|0.9999995231628418|0.999996542930603|0.5647931098937988|0.999998927116394|0.9999994039535522
data/oldNepaliDataset_new/images/DNA_0001_0368/eSc_line_78a84a60.png,49,50,3,0.061224489795918366,0.05882352963089943,न|भन|ि|.|म|ै|ल|े|ज|व|ा|व|द|ि|ञ|ा|प|ा|य|ा|क|ो|ष|वर|व|ि|न|्|त|ि|च|ह|्|र|ा|इ|प|ठ|ा|य|ा|क|ो|स|ा|ो|ु,2.1001014829380438e-05|0.00014640865265391767|1.9827610231004655e-05|5.742055509472266e-05|0.0001297722919844091|7.638013630639762e-05|2.5405946871615015e-05|1.3174962987250183e-05|0.00043973958236165345|0.00023378092737402767|5.4372098929889034e-06|3.9380778616759926e-05|1.1711917068168987e-05|2.4340117306564935e-05|2.3340013285633177e-05|7.038602234388236e-06|0.1253320276737213|1.7499254681752063e-05|0.000177360387169756|3.6668927350547165e-05|7.762511813780293e-06|8.756775059737265e-05|2.085349115077406e-05|0.00023751883418299258|6.981242768233642e-05|3.250488225603476e-05|4.135274139116518e-05|3.825611656793626e-06|0.0008245024946518242|9.002276783576235e-06|2.058432983176317e-05|9.545572538627312e-06|7.3769815571722575e-06|1.4148630725685507e-05|7.801414540153928e-06|9.609108019503765e-06|1.7897878933581524e-05|0.000126612838357687|2.671054517122684e-06|0.00029758893651887774|1.795355638023466e-05|3.7758349208161235e-05|1.775882628862746e-05|0.0010075501631945372|0.00015431716747116297|0.3022163212299347|1.774260454112664e-05,0.999998927116394|0.9999909400939941|0.9999988079071045|0.9999964237213135|0.9999918937683105|0.999995231628418|0.9999985694885254|0.9999994039535522|0.9999637603759766|0.9999830722808838|0.9999997615814209|0.9999977350234985|0.9999992847442627|0.9999986886978149|0.9999988079071045|0.9999996423721313|0.9739729762077332|0.9999990463256836|0.9999877214431763|0.9999979734420776|0.9999996423721313|0.9999947547912598|0.9999986886978149|0.9999827146530151|0.9999957084655762|0.9999980926513672|0.9999974966049194|0.9999998807907104|0.9999284744262695|0.9999996423721313|0.999998927116394|0.9999995231628418|0.9999997615814209|0.9999992847442627|0.9999995231628418|0.9999996423721313|0.9999990463256836|0.9999903440475464|0.9999998807907104|0.9999805688858032|0.9999990463256836|0.9999977350234985|0.9999990463256836|0.9999130964279175|0.9999904632568359|0.9305129051208496|0.9999991655349731
data/oldNepaliDataset_new/images/DNA_0015_0290/eSc_line_e6979dc9.png,53,52,4,0.07547169811320754,0.050847455859184265,छ|ा|ल|ा|द|ि|्|न|्|य|ा|क|ा|घ|रम|ा|स|ा|र|्|क|ि|क|ा|म|ी|क|ा|घ|रव|ा|ट|.|आ|ठ|आ|ठ|आ|न|ा|अ|र|ज|ा|तक|ा|घ|रव|ा,0.019838225096464157|2.719132498896215e-05|1.2597054592333734e-05|6.629244126088452e-06|1.1107003956567496e-05|7.831547918613069e-06|0.0001095365805667825|0.00036772608291357756|6.006773219269235e-06|4.542935130302794e-06|9.12982886802638e-06|6.523667252622545e-06|5.736151706514647e-06|6.230120925465599e-05|8.367135160369799e-05|3.188013579347171e-06|0.00011189084034413099|2.1921146981185302e-05|0.6959530711174011|4.524212272372097e-06|5.769451672676951e-05|1.4748116882401519e-05|2.0443460016394965e-05|4.8225092541542836e-06|5.526742370420834e-06|2.0313313143560663e-05|2.0375653548398986e-05|4.318273113312898e-06|0.00015425667515955865|0.0002778414054773748|1.0607623153191525e-05|2.0784709704457782e-05|6.083413245505653e-05|0.00014605103933718055|0.08718085289001465|0.001815855735912919|0.003595657180994749|0.021761655807495117|0.024508649483323097|3.8910355215193704e-05|0.11278372257947922|5.121075446368195e-06|1.499023346696049e-05|5.233840420260094e-05|0.0067321727983653545|7.840427315386478e-06|0.0026971374172717333|0.00023005998809821904|1.4214858310879208e-05,0.9975643157958984|0.9999985694885254|0.9999994039535522|0.9999996423721313|0.9999994039535522|0.9999995231628418|0.9999924898147583|0.9999703168869019|0.9999997615814209|0.9999998807907104|0.9999996423721313|0.9999997615814209|0.9999996423721313|0.9999963045120239|0.9999948740005493|0.9999998807907104|0.9999918937683105|0.9999986886978149|0.5338598489761353|0.9999997615814209|0.9999960660934448|0.9999991655349731|0.9999988079071045|0.9999997615814209|0.9999998807907104|0.999998927116394|0.999998927116394|0.9999997615814209|0.9999902248382568|0.9999808073043823|0.9999995231628418|0.9999988079071045|0.9999961853027344|0.99998939037323|0.9837115406990051|0.9998416900634766|0.9996705055236816|0.9971978664398193|0.9970009922981262|0.9999977350234985|0.9775657653808594|0.9999997615814209|0.9999992847442627|0.9999967813491821|0.9993293285369873|0.9999996423721313|0.9997275471687317|0.9999850988388062|0.9999992847442627
data/oldNepaliDataset_new/images/DNA_2_00000293_result/eSc_line_268bc19d.png,45,46,3,0.06666666666666667,0.06382978707551956,इन|ा|ह|ु|व|ा|।|इ|स|ग|ड|ड|क|े|ह|ो|न|े|स|े|।|र|ु|प|य|ा|म|े|र|ा|ब|ह|ो|त|ष|र|्|च|म|े|।|प|ड,0.003365656128153205|0.0009252142626792192|3.89015294786077e-05|0.00011585788161028177|0.00023894099285826087|0.00011574536620173603|0.00011816770711448044|0.001139468397013843|3.683998511405662e-05|4.154734779149294e-05|0.0007833836134523153|0.0009246738627552986|9.305778803536668e-05|0.00034661314566619694|1.1933114365092479e-05|0.00015899015124887228|1.0606181604089215e-05|0.0001648640027269721|5.585467988566961e-06|4.44041688751895e-05|0.00011012181494152173|8.059704123297706e-05|0.0023807603865861893|0.0005118694971315563|0.0019274011719971895|1.1932377674384043e-05|1.2784987120539881e-05|8.556679858884308e-06|1.4633317732659634e-05|5.3589537856169045e-06|0.07121510803699493|5.143215093994513e-05|4.508132769842632e-05|2.8038333766744472e-05|0.3834622800350189|1.7346477761748247e-05|2.3880031221779063e-05|0.0001444872614229098|3.361638300702907e-05|2.911301635322161e-05|4.013331636087969e-05|7.370080129476264e-05|0.0009307375876232982,0.9996680021286011|0.999933123588562|0.9999978542327881|0.9999918937683105|0.9999839067459106|0.9999926090240479|0.9999921321868896|0.9999071359634399|0.9999978542327881|0.9999974966049194|0.9999321699142456|0.9999206066131592|0.999994158744812|0.9999717473983765|0.9999994039535522|0.9999890327453613|0.9999994039535522|0.9999892711639404|0.9999997615814209|0.9999973773956299|0.9999933242797852|0.9999945163726807|0.9997499585151672|0.9999619722366333|0.9998282194137573|0.9999995231628418|0.9999994039535522|0.9999995231628418|0.9999992847442627|0.9999997615814209|0.9868022799491882|0.9999969005584717|0.999997615814209|0.9999984502792358|0.8989934921264648|0.9999991655349731|0.9999985694885254|0.9999891519546509|0.9999979734420776|0.9999984502792358|0.9999978542327881|0.9999949932098389|0.9999310970306396
data/oldNepaliDataset_new/images/DNA_1_00000410/eSc_line_32ed68b3.png,42,40,3,0.07142857142857142,0.06521739065647125,�|�|स|्|वस|्|त|ि|श|्|र|ी|सर|्|व|ो|पम|ा|न|ो|पम|े|श|ौ|र|्|य|ो|द|ा|र|्|य|ा|द|ि|सक|ल|स,0.0003508917288854718|0.0003121697809547186|1.5304211046895944e-05|2.3932389012770727e-05|6.16023171460256e-05|5.502256317413412e-05|2.233867462564376e-06|1.3082307305012364e-05|7.933002052595839e-06|6.920276518940227e-06|2.792603936541127e-06|1.3103798664815258e-05|5.6783850595820695e-05|1.3059269804216456e-05|1.2399981642374769e-05|8.52634257171303e-05|0.0005929737817496061|2.3227107703860383e-06|4.313727004046086e-06|0.00012078946019755676|0.0024024206213653088|1.8489792637410574e-05|7.172085315687582e-05|0.0028439986053854227|0.0008892450132407248|1.1616935807978734e-05|0.0029602134600281715|0.0013216763036325574|2.4793853299343027e-05|9.422563380212523e-06|9.38987886911491e-06|2.199109803768806e-05|2.3785851226421073e-05|6.379203841788694e-05|4.204891865811078e-06|1.2496616363932844e-05|0.002259140834212303|0.0004036567988805473|0.00018647397519089282,0.9999765157699585|0.9999809265136719|0.9999992847442627|0.9999986886978149|0.9999963045120239|0.9999967813491821|0.9999998807907104|0.9999992847442627|0.9999996423721313|0.9999996423721313|0.9999998807907104|0.9999992847442627|0.9999967813491821|0.9999991655349731|0.9999992847442627|0.9999954700469971|0.999956488609314|1.0|0.9999998807907104|0.9999923706054688|0.9997909665107727|0.9999990463256836|0.9999954700469971|0.9997368454933167|0.9999290704727173|0.9999994039535522|0.9997254014015198|0.9998849630355835|0.9999984502792358|0.9999995231628418|0.9999995231628418|0.9999985694885254|0.9999986886978149|0.9999961853027344|0.9999997615814209|0.9999994039535522|0.9997954964637756|0.9999723434448242|0.9999876022338867
data/oldNepaliDataset_new/images/DNA_0001_0006/eSc_line_71b86d70.png,50,51,4,0.08,0.050847455859184265,गर|्|न|ु|भन|ि|1|व|ा|ट|क|ा|म|वक|्|सन|ु|भय|ा|म|ा|फ|ि|क|्|ञ|ा|ह|ा|आ|ई|न|ि|र|ं|तर|ु|्|ा|न|पन|ी|अ|ध|्|य|यन,0.012990277260541916|1.1618700227700174e-05|2.7876993044628762e-05|0.0027865052688866854|0.00022844485647510737|1.6153440810739994e-05|0.026102814823389053|0.07689742743968964|1.8173197531723417e-05|2.375406438659411e-05|2.285016671521589e-05|4.5311662688618526e-05|6.685643893433735e-05|0.10351492464542389|1.4022341019881424e-05|0.16038388013839722|1.1914156857528724e-05|2.1339305021683685e-05|1.9700475604622625e-05|2.2437994630308822e-05|0.00022063992219045758|0.0004733059322461486|2.030228279181756e-05|0.30759185552597046|0.07611264288425446|0.36579737067222595|1.0447463864693418e-05|0.00042425160063430667|5.113174847792834e-05|0.0007828600937500596|0.00022993558377493173|4.8087851610034704e-05|7.812256080796942e-05|0.003571653738617897|8.830851584207267e-06|0.007751096971333027|0.006513992790132761|0.0573885478079319|4.183538294455502e-06|2.3476211936213076e-05|0.0025557423941791058|0.00023890486045274884|0.0005019211675971746|1.4965242371545173e-05|0.0005699025932699442|0.0003402667643968016|0.8714219927787781,0.9983587861061096|0.9999995231628418|0.9999984502792358|0.9997066855430603|0.9999847412109375|0.9999991655349731|0.9964607357978821|0.9873297214508057|0.9999990463256836|0.9999986886978149|0.999998927116394|0.9999971389770508|0.9999958276748657|0.9832350015640259|0.9999992847442627|0.964455783367157|0.9999992847442627|0.999998927116394|0.999998927116394|0.9999988079071045|0.9999823570251465|0.9999665021896362|0.9999988079071045|0.9541712403297424|0.9913819432258606|0.9297311305999756|0.9999996423721313|0.999968409538269|0.9999967813491821|0.9999425411224365|0.9999855756759644|0.9999971389770508|0.9999945163726807|0.999627947807312|0.9999996423721313|0.9991279244422913|0.9993306398391724|0.9897103905677795|0.9999997615814209|0.9999986886978149|0.9997510313987732|0.9999808073043823|0.9999632835388184|0.9999992847442627|0.9999556541442871|0.9999759197235107|0.6326277256011963
